,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
721,Litl_lady_t,Boxing 💙#TeamLomachenko 💙 Assistant Psychologist & Learning Facilitator #ASD #MentalHealth #Positivity is the Currency. Be your own Karma,,394,1315,89191,5,"📰 | NEWS: @uk_sport chief praises GB Boxing’s management of Olympic programme during the pandemic in our 19/20 Annual Review, '#RisingToTheChallenge' - now AVAILABLE! 🥊

To access the review and read the full story click here  ⬇️

https://t.co/UMZpQhIOeO

#GBBoxing https://t.co/qxjb8fxNVE",[]
722,ForesightInto,"Website for knowledge
https://t.co/2N79RZ2HX2",,44,13,252,1,"Russia's doping ban reduced to two years, Court of Arbitration for Sport 
rules
https://t.co/3evs2NvG5Q https://t.co/oYjcQPMd0T",[]
723,nanasino47,たまにお絵描き、愛犬ラヴ。本とゲームがあれば何とか生存。羊毛フェルトはひっそり継続中。携帯ゲーはお花とFGOとあんスタ刀剣をチマチマ、リゼロス開始。1/5より風邪症状からの体調不良が継続中。Lineスタンプ作成してま↓ https://t.co/u9BKuVURCD,,501,586,143793,56,"A court has barred Russia from participating in world championships, including the Olympics, for two years. The court rejected a four-year ban, hoping to ""encourage the next generation of Russian athletes to participate in clean international sport."" https://t.co/w39TZOKBQz",[]
724,LaighinPit,"The voice of the Terrace, the rowdies in the RDS. Unofficial and unchained. CHANT ALL THE CHANTS!!!!","The Terrace, RDS. ",503,872,27012,0,Huge return as Leinster name team to face Northampton in the Champions Cup - https://t.co/D6iLYoOrWo https://t.co/8vuJrbbPh6,[]
725,MrMatthewDean,"Loves his wife, beautiful daughter Stevie Georgia, family, friends, Springsteen the dog 🐾 and Wolverhampton Wanderers Football Club.",Hereford,4992,3377,28301,10,"Jonny Castro Otto is doing a 'fantastic job' in his recovery from a serious knee injury. Still no definite time frame as Wolves are making sure not to rush him and cause a setback, but a spring return could well be on the cards. #wwfc  https://t.co/rM1rWCBdIy",[]
726,Emeka_igunbor,"BORN TO BE GREAT 💎
#HRM 🎓  
#DELTAINS_DATAGBORBOY🦁 
#DOB June 11th 
#IG Jb_Kuzzy 
#FB Emeka Igunbor",VI lagos,5001,1450,28977,3,"UFC icon, Khabib Nurmagomedov crowned as BBC World Sport Star of the Year ahead of LeBron James https://t.co/KyTDx0Q76Z https://t.co/EJtdVd0DuE",[]
727,gloria_purvis,"Creator of Authentically Free at Last, Host of #MorningGlory, Editor AfAm #Catholic Youth Bible, Tweets are my own, I'm a straight no chaser kind of lady.",,388,12127,35884,2,"#MorningGlory Feller’s Opening Day no-hitter in 1940, long considered the only 1 of its kind in the sport’s history, will share that designation w Leon Day of the Negro Natl League’s Newark Eagles, who no-hit the Philadelphia Stars on Opening Day in 1946 https://t.co/Eu1HV7yXuh",['MorningGlory']
728,ChochilinoRadio,,,27,95,291485,0,‘Liverpool should sign Thiago for January!’ – Klopp buoyant as midfielder edges closer to return https://t.co/cAr18GKUeJ,[]
729,norionakatsuji,"Prof Emeritus, Kyoto Univ. Director General, Nakatsuji Foresight Foundation. CEO, Kyoto Stem Cell Innovation, Inc. Chief Advisor, Stem Cell & Device Lab, Inc.","Kyoto (日本), Hakodate (日本), etc",108,14412,162029,56,"A court has barred Russia from participating in world championships, including the Olympics, for two years. The court rejected a four-year ban, hoping to ""encourage the next generation of Russian athletes to participate in clean international sport."" https://t.co/w39TZOKBQz",[]
730,TomRichardson,"@indaily | Mostly write about #saparli, mostly tweet despondently about @Adelaide_FC

Now with added dog pics","Adelaide, SA",9217,9572,23164,1,"Why Andrew McLeod has stepped away from the Adelaide Football Club, but not the people who drive the Crows’ true spirit - only at InDaily https://t.co/fzUdNeTtAK ⁦@indaily⁩ (And no paywall).  https://t.co/mncrl9f024",[]
731,ChochilinoRadio,,,27,95,291485,0,‘Anything coming out can be taken with a pinch of salt’ – Pogba backed to stay at Old Trafford by ex-Man Utd star Smith https://t.co/ok34S9PQaI,[]
732,ChochilinoRadio,,,27,95,291485,0,Injured Balogun ruled out of Rangers’ clash with Motherwell https://t.co/yFV3HCZX8f,[]
733,iam_FKG,IG@iam_fkg♥chelsea,Planet ME!,499,1567,14202,3,"UFC icon, Khabib Nurmagomedov crowned as BBC World Sport Star of the Year ahead of LeBron James https://t.co/KyTDx0Q76Z https://t.co/EJtdVd0DuE",[]
734,SwaziBridge,The Swazi Bridge Project is working to bridge the #digitalDivide in #eSwatini. 🇸🇿 #Africa info@swazibridgeproject.org join our team at https://t.co/Lof2G338uV,eSwatini and Washington DC,479,291,21389,0,"RT AfricaBizRadio: 📣 New Podcast! ""Bronze Wins Gold, Son Blames Team-Mates For Puskas Award"" on @Spreaker https://t.co/XXK3Xg0wcR",[]
735,ChochilinoRadio,,,27,95,291485,0,Jota recovery from knee injury ‘going well’ but no Liverpool return date set https://t.co/Ll05jkFjTT,[]
736,JubalandBae,,,329,208,344,0,"“Sport has the power to change the world. It has the power to inspire. It has the power to unite people in a way that little else does. It speaks to youth in a language they understand”–Nelson Mandela

Somalia Inter-State football tournament in #Mogadishu.
https://t.co/dzYvMgRjtc",['Mogadishu']
737,ChochilinoRadio,,,27,95,291485,0,"‘Solskjaer under magnifying glass &amp; needs trophy’ – Man Utd bringing right pieces together, says Meulensteen https://t.co/83wBIJ1Bqh",[]
738,lindaikeji,"Blogger. CEO, LindaIkejiTV",Lagos,1043,1892018,184818,3,"UFC icon, Khabib Nurmagomedov crowned as BBC World Sport Star of the Year ahead of LeBron James https://t.co/KyTDx0Q76Z https://t.co/EJtdVd0DuE",[]
739,SirrBen82,Technology - Apple - Crowdfunding - Fintech...   Instagram: @benzed82 Tumblr: @sirrben,"Germany, Switzerland, Ibiza, Hawaii, Kuba, Iceland, Scotland ",9,292,113479,4,"9to5Toys Last Call: Apple Watch Sport Band $5, Belkin Thunderbolt 3 Dock $100 off, more https://t.co/zCqC42dJD9 https://t.co/30LQe9EMB2",[]
740,abcsport,Your home of live sport.,Australia,1364,144150,137693,0,"🏏 ""Some of them were so elementary … it was one of those days where it seems to be contagious. They're lucky they took the 10 wickets in the end."" @dirk_nannes on the dropped catches by India today on Grandstand at Stumps.

https://t.co/RIbrTw4Y6j #AUSvIND https://t.co/fvdp2Ly7iB",['AUSvIND']
741,ForbesSports,"Providing analysis of the people, trends and dollars behind every major sports development. @Forbes",,1042,65265,43338,1,"""Even after people have been vaccinated and sports are being played as scheduled again, I think there is going to be for a number of years, a discernible leveling off of sport not returning to the same viewership levels it had pre-pandemic"" https://t.co/OwE3E7u2Pf https://t.co/KatcU2TW49",[]
742,TomRichardson,"@indaily | Mostly write about #saparli, mostly tweet despondently about @Adelaide_FC

Now with added dog pics","Adelaide, SA",9217,9572,23164,2,EXCLUSIVE to Indaily https://t.co/fzUdNeTtAK - Why Andrew McLeod cannot stay inside the Crows empire; why he cannot stop loving the people who are the heart and soul of his club ⁦@indaily⁩  https://t.co/mncrl9f024,[]
743,ExtraSportIre,"The latest in Irish sport, from GAA to soccer to rugby to much more. Take an Extra look at sport.",Ireland,281,395,2775,0,Ulster announce team to face Gloucester in the #HeinekenChampionsCup https://t.co/IIL1xrjDTt,['HeinekenChampionsCup']
744,2Rarely,"Passionate about #NFP #CorpGov
#TheMatildas #MentalHealth & #ChildProtection. Survivor of multiple, extreme childhood #Trauma events #ACE score 9 on 10 pt scale","Perth, Western Australia",682,973,46276,0,"'We should be less afraid to be afraid,' says Emily Harrington after historic El Capitan climb

https://t.co/ds1IPYJ4Pj",[]
745,ChochilinoRadio,,,27,95,291485,0,"Barcelona vs Valencia Preview: How to Watch on TV, Live Stream, Kick Off Time, Team News https://t.co/f8Pz2h3IoZ",[]
746,ChochilinoRadio,,,27,95,291485,0,Manchester United Have Signed Wayne Rooney’s Son https://t.co/7lL9J27UP3,[]
747,chwetrl,#𝐒𝐄𝐕𝐄𝐍𝐓𝐄𝐄𝐍:  𝒜 𝓅𝒶𝓇𝓉 𝑜𝒻 𝓂𝓎 𝓎𝑜𝓊𝓉𝒽.,Lost in caratland.,26,0,469,81,"Gose 2020:

Sc - sport svt vs gose
Jh - rider MULPARI!!
Js - carnival (?)
J - escape room + the tag
Sy - insomnia zero
Ww - human chess
Wz - bad clue
Mh - 12 shadows
Mg -
Dk - mystery mystery
Boo - past life
Vn - christmas in august
Dn - bungee jumping",[]
748,wbawwwiiillll,"1878 The Love Of My Life Was Born, West Bromwich Albion. UTA ! COYB ! , The Lords My Shepherd.","West Bromwich, England",1537,721,50752,2,"Albion’s players will have around a month to impress Sam Allardyce after the boss confirmed he does have money to spend in January #wba #baggies 

https://t.co/1LqeOVCAc3",[]
749,ShropshireStar,Breaking news and sport from the Shropshire Star | Email us at newsroom@shropshirestar.co.uk.,"Shropshire, UK",3053,89966,117121,0,"Steve Cotterill admits managing players’ workload will be key as Shrewsbury Town prepare for a gruelling run of fixtures #salop 

https://t.co/XToZQ2IqXj",['salop']
750,ExpressandStar,Breaking news and sport from the Express & Star | Email us at newsdesk@expressandstar.co.uk,Wolverhampton,3849,151505,195671,2,"Albion’s players will have around a month to impress Sam Allardyce after the boss confirmed he does have money to spend in January #wba #baggies 

https://t.co/1LqeOVCAc3","['wba', 'baggies']"
751,ExtraSportIre,"The latest in Irish sport, from GAA to soccer to rugby to much more. Take an Extra look at sport.",Ireland,281,395,2775,0,Leo Cullen has picked his Leinster team for Saturday's #HeinekenChampionsCup clash with Northampton #LEIvNOR https://t.co/uFpIldlgeT,"['HeinekenChampionsCup', 'LEIvNOR']"
752,ExtraSportIre,"The latest in Irish sport, from GAA to soccer to rugby to much more. Take an Extra look at sport.",Ireland,281,395,2775,0,Munster have announced their team to face Clermont in the  #HeinekenChampionsCup #ASMvMUN https://t.co/bfL6dCCn9E,"['HeinekenChampionsCup', 'ASMvMUN']"
753,quarantafilippo,"Information technology and data science. But my life is also art, books, poetry, craft.",Gallarate Varese Italy,1898,1215,15629,3,"How To Get Into Cars: Drag Racing Mods

While some love to carve up mountain roads, and others relish the challenge of perfectly apexing every corner at the track, many crave a different challenge. Drag racing is a sport all about timing, finesse, and br… https://t.co/QrfsfFSc6X",[]
754,ChochilinoRadio,,,27,95,291485,0,Marc Rosset: ‘Roger Federer should consider skipping the Australian Open’ https://t.co/YFdXQNmnSI,[]
755,ChochilinoRadio,,,27,95,291485,0,"‘I have always liked Roger Federer’s playing and…’, says young ace https://t.co/pcZfVArNsB",[]
756,abcsport,Your home of live sport.,Australia,1364,144150,137693,0,"🏏 ""To see the work that happened on Day 1 and then at the end of today to see how much runs are at a premium … to look back at that first session and see 4-11 you would be devastated to see HOW it happened."" @dirk_nannes on Grandstand at Stumps. https://t.co/e80WZFRjxN #AUSvIND",['AUSvIND']
757,Picante_Media,"PICANTE is a news-publishing website that digests / hand picks the latest news about technology, entertainment, lifestyle, finance and politics.",Global,2069,799,106186,0,"Chevrolet Traverse, Equinox Go Dark With New Midnight, Sport Editions https://t.co/5PTVxv8liB",[]
758,IrishTimes,"Diverse opinion, thorough reporting and outstanding writing from http://t.co/1Etncb0wHP, plus RTs of our journalists. Customer service team is @IrishTimesHelp.",Ireland,155,575587,585832,2,Who will win the Sportswoman of the Year title for 2020? Watch The Irish Times Sport Ireland Sportswoman of the Year Awards at 12.30 to find out @sportireland #ITSportswoman #WomenInSportIRE https://t.co/GAnGynQ32q https://t.co/u6scroIN7W,[]
759,CatelliRossella,Le parole usate con amore sono il sale della vita.,,7245,8460,290730,0,"Football, Nfl: morto a 28 anni Lorenzo Taliaferro, ex running back dei Baltimore Ravens https://t.co/8L0DonrwpX via @repubblica",[]
760,sportireland,The official twitter account of Sport Ireland,Sport Ireland Campus,818,27983,24819,2,Who will win the Sportswoman of the Year title for 2020? Watch The Irish Times Sport Ireland Sportswoman of the Year Awards at 12.30 to find out @sportireland #ITSportswoman #WomenInSportIRE https://t.co/GAnGynQ32q https://t.co/u6scroIN7W,[]
761,IrishTimesSport,The latest Sport news from the team at The @IrishTimes.,,432,41263,109448,2,Who will win the Sportswoman of the Year title for 2020? Watch The Irish Times Sport Ireland Sportswoman of the Year Awards at 12.30 to find out @sportireland #ITSportswoman #WomenInSportIRE https://t.co/GAnGynQ32q https://t.co/u6scroIN7W,"['ITSportswoman', 'WomenInSportIRE']"
762,ianoriordan,"Athletics Correspondent @IrishTimesSport; son of the runner, man of the mountain, (occasionally) Vegan views my own..",,1234,6907,8158,1,"Don’t miss the opportunity to attend this year’s Irish Times Sport Ireland Sportswoman of the Year 2020 at 12.30 today. Register for your free place now. @sportireland #ITSportswoman #WomenInSportIRE 
 https://t.co/Nj3Zf6kIil",[]
763,Options____,The man in the arena.,D' Afrique Du Sud,414,4381,143367,3,"England rugby’s former team doctor admits he 'made mistakes' in missing concussions and says the sport must now make significant changes to protect players | @dsj_itv
https://t.co/8D4MADdhIq",[]
764,Lisa_sport_,"Here to support the Queen of Pop = Lalisa Manoban

Lisa = Swag Queen, Rap Queen, Dance Queen, Vocal Queen, Visual Queen, Acting Queen, Comedy Queen, Kind Queen.",,280,73,5445,414,"2020.12.18 #LisaChartData on TWITTER

🇹🇭 THAILAND TRENDS NOW!

🥇 1st ~ #BVLGARIGlobalAmbassadorLISA

#리사 #블랙핑크  
#LISA #BLACKPINK  
#LALISA @BLACKPINK https://t.co/Qn08qWSDkx","['LisaChartData', 'BVLGARIGlobalAmbassadorLISA', '리사', '블랙핑크', 'LISA']"
765,MDD_Motor,"Provider of Training, Medical Products and Services to Motorsport teams! Extrication and Medical Car team provider to FIA Formula E.",,5744,7719,17669,0,#Formula 1 2020: 12 pictures of a season #LikeNoOther https://t.co/UGhtFB713E https://t.co/yf6BPMpCVd,"['Formula', 'LikeNoOther']"
766,CP_Brocklehigh,"Account managed by Chris Pinnington. Looking to maximise the use of the schools facilities. As well, keep the children @brocklewoodP as active as possible :-)","Bilborough, Nottingham",104,69,213,0,"A challenging half term - but with lots to celebrate with regards PE, Physical Activity and school sport @BrocklewoodP . The link below will take you to our Autumn 2 PE &amp; School Sports Newsletter https://t.co/IdU2sexDiO @transform_sport @Active_Notts @YourSchoolGames https://t.co/1SLYpOIzPr",[]
767,staronline,News updates from Malaysia's top English-language daily and website,"Kuala Lumpur, Malaysia",213,1649998,385787,0,"Fans to return for Asian Champions League for first time since March
https://t.co/NyXlK6TRy3  https://t.co/NyXlK6TRy3",[]
768,cervo_music,@banana_hill | Kawuku Sound | Lumberjacks in Hell | Black Acre |,Manchester,433,586,1657,14,"""This is a chance to really help drive a positive and diverse change for a sport which does require it across the world, not just in Britain""

@alicedearingx outlines her quest to become the first Black female swimmer to represent Britain at the Olympics.

https://t.co/FE880HRMFn https://t.co/z4seSwqQpq",[]
